image_id,image_path,true_label,architecture,model_name,layer_or_block,xai_method,predicted_label,confidence,correct,pearson,spearman,iou_top20,iou_otsu,z_spearman,z_iou_top20,n_sas
image_000342,data/val.X/n01632777/ILSVRC2012_val_00006579.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,0.9996424913406372,1,0.009186692,0.06848114,0.112391934,0.066888735,0.67065525,-0.049251698,0.3107018
image_000343,data/val.X/n01632777/ILSVRC2012_val_00007486.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,0.9767632484436036,1,0.34736365,0.31997257,0.27676356,0.25655115,3.2906272,4.436928,3.8637776
image_000344,data/val.X/n01632777/ILSVRC2012_val_00016441.JPEG,20,cnn,cnn_supervised,layer2,gradcam,1,0.9135305881500244,0,0.37638494,0.33278474,0.26701173,0.27662647,3.424101,4.170772,3.7974367
image_000345,data/val.X/n01632777/ILSVRC2012_val_00017274.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,0.9999996423721312,1,0.37675136,0.31967133,0.35878688,0.33187124,3.2874892,6.675583,4.981536
image_000346,data/val.X/n01632777/ILSVRC2012_val_00020430.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,0.9999964237213136,1,0.023026645,0.03398051,0.091759585,0.14209637,0.31123665,-0.61236846,-0.1505659
image_000347,data/val.X/n01632777/ILSVRC2012_val_00022113.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,1.0,1,0.00733231,0.18658215,0.052708868,0.033647045,1.9010007,-1.678176,0.11141235
image_000348,data/val.X/n01632777/ILSVRC2012_val_00031235.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,1.0,1,0.16275816,0.09369425,0.16799535,0.2104404,0.9333188,1.4683272,1.200823
image_000349,data/val.X/n01632777/ILSVRC2012_val_00034583.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,1.0,1,0.1994409,0.21776417,0.17017432,0.39134854,2.225847,1.5277975,1.8768222
image_000350,data/val.X/n01632777/ILSVRC2012_val_00035654.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,1.0,1,0.051803272,0.070992604,0.101827964,0.25506827,0.696819,-0.33757314,0.17962293
image_000351,data/val.X/n01632777/ILSVRC2012_val_00037046.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,1.0,1,0.21488205,0.16773954,0.17994238,0.30720922,1.7047035,1.7943965,1.74955
image_000352,data/val.X/n01632777/ILSVRC2012_val_00040894.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,0.9728489518165588,1,0.030904386,-0.015036464,0.13343498,0.10423105,-0.19940943,0.52507424,0.16283241
image_000353,data/val.X/n01632777/ILSVRC2012_val_00042302.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,0.9478815793991088,1,-0.14622732,-0.09587589,0.10944064,0.13050929,-1.0415735,-0.1298011,-0.5856873
image_000354,data/val.X/n01632777/ILSVRC2012_val_00046976.JPEG,20,cnn,cnn_supervised,layer2,gradcam,20,0.99937242269516,1,0.15564361,0.22836718,0.15382847,0.109375894,2.3363063,1.0816718,1.7089891
image_000355,data/val.X/n01632777/ILSVRC2012_val_00047938.JPEG,20,cnn,cnn_supervised,layer2,gradcam,1,0.4893404543399811,0,0.18506768,0.1104441,0.18748151,0.14515778,1.1078144,2.000161,1.5539877
image_000356,data/val.X/n01644900/ILSVRC2012_val_00000037.JPEG,21,cnn,cnn_supervised,layer2,gradcam,18,0.9999619722366332,0,0.2816558,0.15545917,0.29221657,0.21386145,1.5767696,4.8586855,3.2177277
image_000357,data/val.X/n01644900/ILSVRC2012_val_00005768.JPEG,21,cnn,cnn_supervised,layer2,gradcam,24,0.9633608460426332,0,-0.3787888,-0.39602605,0.016509673,0.017742228,-4.16846,-2.6661572,-3.4173086
image_000358,data/val.X/n01644900/ILSVRC2012_val_00007437.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,0.8547807335853577,1,0.1364913,0.07809909,0.15058756,0.19720168,0.7708525,0.99321795,0.88203526
image_000359,data/val.X/n01644900/ILSVRC2012_val_00010593.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,0.997108519077301,1,0.20725206,0.19227627,0.17676027,0.34630305,1.9603206,1.7075473,1.833934
image_000360,data/val.X/n01644900/ILSVRC2012_val_00016519.JPEG,21,cnn,cnn_supervised,layer2,gradcam,28,0.9900598526000975,0,-0.23189521,-0.23541817,0.050670017,0.17308258,-2.4952886,-1.7338223,-2.1145554
image_000361,data/val.X/n01644900/ILSVRC2012_val_00016934.JPEG,21,cnn,cnn_supervised,layer2,gradcam,18,1.0,0,0.39170015,0.42046195,0.27969396,0.30323407,4.3374996,4.5169067,4.427203
image_000362,data/val.X/n01644900/ILSVRC2012_val_00019834.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,1.0,1,0.5030502,0.49248326,0.2770885,0.47186804,5.0877986,4.445796,4.766797
image_000363,data/val.X/n01644900/ILSVRC2012_val_00020180.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,0.5997343063354492,1,0.11390519,0.043637298,0.15137957,0.24210718,0.41183853,1.0148343,0.7133364
image_000364,data/val.X/n01644900/ILSVRC2012_val_00023758.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,1.0,1,-0.20506385,-0.21829504,0.0433517,0.042538323,-2.3169043,-1.9335605,-2.1252325
image_000365,data/val.X/n01644900/ILSVRC2012_val_00029678.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,0.9702293872833252,1,0.331917,0.27311236,0.2374083,0.3468151,2.8024497,3.3628082,3.082629
image_000366,data/val.X/n01644900/ILSVRC2012_val_00033769.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,0.831106424331665,1,0.12781423,0.123100445,0.12624846,0.272042,1.2396649,0.3289333,0.78429914
image_000367,data/val.X/n01644900/ILSVRC2012_val_00035658.JPEG,21,cnn,cnn_supervised,layer2,gradcam,27,0.9653646945953368,0,0.14556138,0.11362682,0.16745187,0.01711289,1.1409712,1.4534941,1.2972326
image_000368,data/val.X/n01644900/ILSVRC2012_val_00036722.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,0.9512926340103148,1,-0.12771806,-0.07525554,0.0889757,0.06108738,-0.82675606,-0.6883488,-0.75755244
image_000369,data/val.X/n01644900/ILSVRC2012_val_00039996.JPEG,21,cnn,cnn_supervised,layer2,gradcam,21,0.951897382736206,1,0.34907866,0.36095756,0.10827674,0.46432948,3.7175982,-0.16156732,1.7780155
image_000370,data/val.X/n01644900/ILSVRC2012_val_00041919.JPEG,21,cnn,cnn_supervised,layer2,gradcam,18,0.999409556388855,0,0.11384286,0.16492213,0.12467081,0.23308302,1.6753523,0.28587455,0.98061347
image_000371,data/val.X/n01644900/ILSVRC2012_val_00044262.JPEG,21,cnn,cnn_supervised,layer2,gradcam,15,0.9176692366600036,0,0.15723974,0.13721907,0.166502,0.37437782,1.3867491,1.4275693,1.4071592
image_000372,data/val.X/n01664065/ILSVRC2012_val_00002817.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9999849796295166,1,0.18749647,0.2041924,0.1825841,0.3128326,2.0844598,1.8664968,1.9754783
image_000373,data/val.X/n01664065/ILSVRC2012_val_00011444.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9999979734420776,1,0.062444247,0.04317084,0.10827674,0.29666337,0.40697908,-0.16156732,0.122705884
image_000374,data/val.X/n01664065/ILSVRC2012_val_00014316.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.711965799331665,1,-0.09932921,-0.13122243,0.11079137,0.18500672,-1.4098045,-0.09293573,-0.7513701
image_000375,data/val.X/n01664065/ILSVRC2012_val_00014585.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9990037083625792,1,-0.28863317,-0.34689173,0.02596606,0.08249313,-3.6565912,-2.4080648,-3.0323281
image_000376,data/val.X/n01664065/ILSVRC2012_val_00020141.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.6863009929656982,1,0.16754994,0.10597114,0.13381913,0.14360833,1.0612164,0.5355589,0.79838765
image_000377,data/val.X/n01664065/ILSVRC2012_val_00022469.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9849717020988464,1,-0.0654814,-0.18561481,0.07884977,0.11530333,-1.9764502,-0.9647148,-1.4705825
image_000378,data/val.X/n01664065/ILSVRC2012_val_00022525.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9342204928398132,1,-0.16473126,-0.15064639,0.0656756,0.22998723,-1.6121583,-1.3242762,-1.4682173
image_000379,data/val.X/n01664065/ILSVRC2012_val_00022842.JPEG,22,cnn,cnn_supervised,layer2,gradcam,4,0.6932389140129089,0,0.04282902,-0.05090821,0.14973079,0.113706164,-0.57311195,0.96983415,0.1983611
image_000380,data/val.X/n01664065/ILSVRC2012_val_00027724.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.8501711487770081,1,0.13960008,0.096820295,0.17959568,0.14173347,0.96588516,1.7849339,1.3754096
image_000381,data/val.X/n01664065/ILSVRC2012_val_00036650.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9983260035514832,1,-0.17517725,-0.17572838,0.06765957,0.19686945,-1.8734559,-1.2701279,-1.5717919
image_000382,data/val.X/n01664065/ILSVRC2012_val_00037653.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9996768236160278,1,-0.074933186,-0.08882683,0.0917002,0.121673286,-0.9681382,-0.6139892,-0.79106367
image_000383,data/val.X/n01664065/ILSVRC2012_val_00041713.JPEG,22,cnn,cnn_supervised,layer2,gradcam,6,0.9450446963310242,0,-0.1526931,-0.12128715,0.0730247,0.1317595,-1.3063014,-1.123698,-1.2149997
image_000384,data/val.X/n01664065/ILSVRC2012_val_00043118.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9999970197677612,1,-0.24471247,-0.31857222,0.020904329,0.06614933,-3.361566,-2.5462143,-2.9538903
image_000385,data/val.X/n01664065/ILSVRC2012_val_00046069.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.5204867124557495,1,-0.2498203,-0.2688769,0.03431928,0.072598375,-2.8438532,-2.1800814,-2.5119672
image_000386,data/val.X/n01664065/ILSVRC2012_val_00046095.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9065613746643066,1,-0.03281995,-0.080273636,0.08082494,0.087966844,-0.87903327,-0.91080666,-0.89492
image_000387,data/val.X/n01664065/ILSVRC2012_val_00048247.JPEG,22,cnn,cnn_supervised,layer2,gradcam,22,0.9997259974479676,1,-0.04326681,-0.015916698,0.09743029,0.18195714,-0.20857947,-0.45759848,-0.33308896
image_000388,data/val.X/n01665541/ILSVRC2012_val_00000791.JPEG,23,cnn,cnn_supervised,layer2,gradcam,22,0.9656643867492676,0,-0.082225546,-0.06475656,0.090810284,0.15035588,-0.7173804,-0.63827765,-0.677829
image_000389,data/val.X/n01665541/ILSVRC2012_val_00000938.JPEG,23,cnn,cnn_supervised,layer2,gradcam,26,0.6498735547065735,0,0.059114203,-0.08172393,0.16874345,0.18502167,-0.89414203,1.4887449,0.2973014
image_000390,data/val.X/n01665541/ILSVRC2012_val_00003287.JPEG,23,cnn,cnn_supervised,layer2,gradcam,6,0.9365645051002502,0,0.11668533,0.08747218,0.15675427,0.24562773,0.8684989,1.1615254,1.0150121
image_000391,data/val.X/n01665541/ILSVRC2012_val_00006305.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.9984889030456544,1,0.25268856,0.14185914,0.19590086,0.19261093,1.4350882,2.2299495,1.8325188
image_000392,data/val.X/n01665541/ILSVRC2012_val_00009639.JPEG,23,cnn,cnn_supervised,layer2,gradcam,2,0.3380687832832336,0,0.32236397,0.23278004,0.28239202,0.3438756,2.3822784,4.590545,3.4864118
image_000393,data/val.X/n01665541/ILSVRC2012_val_00015059.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.9999996423721312,1,0.42907077,0.38536802,0.30719635,0.39945954,3.9719,5.267527,4.619714
image_000394,data/val.X/n01665541/ILSVRC2012_val_00015568.JPEG,23,cnn,cnn_supervised,layer2,gradcam,6,0.682676374912262,0,0.27395278,0.10280506,0.20596011,0.26173797,1.0282329,2.5044959,1.7663643
image_000395,data/val.X/n01665541/ILSVRC2012_val_00020907.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.9997032284736632,1,0.32919052,0.18155202,0.2541081,0.32073924,1.8485982,3.8185945,2.8335962
image_000396,data/val.X/n01665541/ILSVRC2012_val_00025441.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.999996781349182,1,0.49919116,0.27991346,0.37141296,0.3699954,2.8733017,7.0201845,4.946743
image_000397,data/val.X/n01665541/ILSVRC2012_val_00026049.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.9999715089797974,1,0.44820803,0.29946324,0.30617556,0.31426293,3.0769665,5.239667,4.1583166
image_000398,data/val.X/n01665541/ILSVRC2012_val_00035905.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.9999986886978148,1,0.23033927,0.14301912,0.10907283,0.14233267,1.4471725,-0.13983978,0.6536664
image_000399,data/val.X/n01665541/ILSVRC2012_val_00038140.JPEG,23,cnn,cnn_supervised,layer2,gradcam,25,0.9817609190940856,0,-0.08661991,-0.18814802,0.12002678,0.13191381,-2.0028405,0.1591255,-0.9218575
image_000400,data/val.X/n01665541/ILSVRC2012_val_00042328.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.9998713731765748,1,0.33074123,0.33130348,0.25379473,0.23730396,3.4086697,3.8100417,3.6093557
image_000401,data/val.X/n01665541/ILSVRC2012_val_00043797.JPEG,23,cnn,cnn_supervised,layer2,gradcam,23,0.952056050300598,1,0.51067513,0.4854421,0.2789601,0.31131822,5.014446,4.496878,4.755662
image_000402,data/val.X/n01665541/ILSVRC2012_val_00047746.JPEG,23,cnn,cnn_supervised,layer2,gradcam,7,0.6302714347839355,0,-0.18656999,-0.15796487,0.035172768,0.0127072325,-1.6884003,-2.1567872,-1.9225937
image_000403,data/val.X/n01665541/ILSVRC2012_val_00047832.JPEG,23,cnn,cnn_supervised,layer2,gradcam,6,0.9723276495933532,0,-0.009188589,-0.02991325,0.10956329,0.089081526,-0.35439193,-0.12645358,-0.24042276
image_000404,data/val.X/n01667114/ILSVRC2012_val_00004019.JPEG,24,cnn,cnn_supervised,layer2,gradcam,27,0.9701260328292848,0,0.06601485,0.05858078,0.123600535,0.1186683,0.5675158,0.25666362,0.4120897
image_000405,data/val.X/n01667114/ILSVRC2012_val_00004898.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.8722639679908752,1,-0.08496,-0.05778465,0.071363755,0.14088741,-0.6447489,-1.16903,-0.90688944
image_000406,data/val.X/n01667114/ILSVRC2012_val_00010528.JPEG,24,cnn,cnn_supervised,layer2,gradcam,25,0.9998378753662108,0,0.55513954,0.50034696,0.45565307,0.40983874,5.1697206,9.319343,7.2445316
image_000407,data/val.X/n01667114/ILSVRC2012_val_00012732.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.999996781349182,1,0.08871177,0.13586354,0.15782188,0.16482295,1.3726275,1.1906636,1.2816455
image_000408,data/val.X/n01667114/ILSVRC2012_val_00013299.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.99885892868042,1,0.22320615,0.2310567,0.19668515,0.26414925,2.364325,2.2513552,2.30784
image_000409,data/val.X/n01667114/ILSVRC2012_val_00023686.JPEG,24,cnn,cnn_supervised,layer2,gradcam,19,0.6479179263114929,0,0.5143175,0.2610017,0.3511949,0.30899164,2.676284,6.468375,4.5723295
image_000410,data/val.X/n01667114/ILSVRC2012_val_00026202.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.9997811913490297,1,-0.034172334,-0.041053846,0.116289414,0.20014445,-0.47045177,0.057121877,-0.20666495
image_000411,data/val.X/n01667114/ILSVRC2012_val_00027877.JPEG,24,cnn,cnn_supervised,layer2,gradcam,5,0.5953992009162903,0,0.08317319,0.108412236,0.19234882,0.23694377,1.086647,2.1330042,1.6098256
image_000412,data/val.X/n01667114/ILSVRC2012_val_00036271.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.9999974966049194,1,-0.04032702,-0.09687557,0.115855016,0.14605652,-1.0519879,0.045265876,-0.503361
image_000413,data/val.X/n01667114/ILSVRC2012_val_00036345.JPEG,24,cnn,cnn_supervised,layer2,gradcam,22,0.907768487930298,0,0.08623458,0.13367125,0.12504904,0.23159023,1.3497889,0.2961975,0.8229932
image_000414,data/val.X/n01667114/ILSVRC2012_val_00036963.JPEG,24,cnn,cnn_supervised,layer2,gradcam,25,0.6568422317504883,0,-0.015533015,-0.14838797,0.10376684,0.15747511,-1.5886307,-0.28465548,-0.93664306
image_000415,data/val.X/n01667114/ILSVRC2012_val_00041017.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.8731030225753784,1,0.0009021759,-0.003990166,0.12228124,0.17745341,-0.08433197,0.22065617,0.0681621
image_000416,data/val.X/n01667114/ILSVRC2012_val_00044341.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.6183702349662781,1,0.036709905,-0.016739964,0.12840118,0.12602672,-0.21715605,0.38768703,0.08526549
image_000417,data/val.X/n01667114/ILSVRC2012_val_00046053.JPEG,24,cnn,cnn_supervised,layer2,gradcam,21,0.8213862776756287,0,-0.3588675,-0.26009935,0.045416668,0.25920314,-2.752411,-1.8772014,-2.3148062
image_000418,data/val.X/n01667114/ILSVRC2012_val_00048991.JPEG,24,cnn,cnn_supervised,layer2,gradcam,21,0.9953739047050476,0,-0.21123883,-0.17966843,0.08532497,0.22641729,-1.9145023,-0.78798777,-1.351245
image_000419,data/val.X/n01667114/ILSVRC2012_val_00049260.JPEG,24,cnn,cnn_supervised,layer2,gradcam,24,0.9785158634185792,1,0.3575758,0.21729313,0.2967246,0.3038635,2.2209399,4.9817224,3.6013312
image_000420,data/val.X/n01667778/ILSVRC2012_val_00005799.JPEG,25,cnn,cnn_supervised,layer2,gradcam,24,0.983262300491333,0,-0.04937517,0.01654877,0.15296686,0.011442026,0.12963732,1.0581559,0.5938966
image_000421,data/val.X/n01667778/ILSVRC2012_val_00008921.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.983853816986084,1,0.04375276,0.017126422,0.110729896,0.07567054,0.13565515,-0.09461355,0.020520799
image_000422,data/val.X/n01667778/ILSVRC2012_val_00009819.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.9999865293502808,1,0.05394475,0.0945983,0.09069174,0.0937593,0.942737,-0.6415131,0.15061194
image_000423,data/val.X/n01667778/ILSVRC2012_val_00010792.JPEG,25,cnn,cnn_supervised,layer2,gradcam,24,0.9999914169311525,0,0.052291423,-0.033243403,0.10577347,0.1934491,-0.38908458,-0.22988878,-0.3094867
image_000424,data/val.X/n01667778/ILSVRC2012_val_00010915.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.5388455986976624,1,0.37839103,0.30210456,0.27360407,0.20658895,3.1044831,4.350696,3.7275896
image_000425,data/val.X/n01667778/ILSVRC2012_val_00011766.JPEG,25,cnn,cnn_supervised,layer2,gradcam,27,0.9082780480384828,0,0.07312237,0.13347355,0.12960774,0.12109409,1.3477292,0.4206176,0.8841734
image_000426,data/val.X/n01667778/ILSVRC2012_val_00013675.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.9999995231628418,1,-0.25843227,-0.21681133,0.02880574,0.12934731,-2.3014474,-2.3305619,-2.3160048
image_000427,data/val.X/n01667778/ILSVRC2012_val_00021982.JPEG,25,cnn,cnn_supervised,layer2,gradcam,24,0.9604870676994324,0,-0.062275123,-0.10089925,0.04210581,0.00559678,-1.0939056,-1.9675643,-1.530735
image_000428,data/val.X/n01667778/ILSVRC2012_val_00025611.JPEG,25,cnn,cnn_supervised,layer2,gradcam,24,0.9651564359664916,0,0.05245152,0.13627954,0.0954538,0.115774855,1.3769612,-0.5115426,0.4327093
image_000429,data/val.X/n01667778/ILSVRC2012_val_00032405.JPEG,25,cnn,cnn_supervised,layer2,gradcam,16,0.9610798954963684,0,0.15128824,0.16213906,0.14520454,0.25204197,1.6463591,0.8462998,1.2463294
image_000430,data/val.X/n01667778/ILSVRC2012_val_00037154.JPEG,25,cnn,cnn_supervised,layer2,gradcam,24,0.9256130456924438,0,0.15566702,0.07782552,0.110668436,0.09286913,0.7680025,-0.096290976,0.33585578
image_000431,data/val.X/n01667778/ILSVRC2012_val_00039024.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.8684682846069336,1,0.18451712,0.30608723,0.22772035,0.15828334,3.1459734,3.098396,3.1221848
image_000432,data/val.X/n01667778/ILSVRC2012_val_00040231.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.7774425745010376,1,-0.023535613,0.040867385,0.10249368,0.07362964,0.38298228,-0.3194038,0.031789243
image_000433,data/val.X/n01667778/ILSVRC2012_val_00040301.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.9203823804855348,1,-0.14790621,-0.21201167,0.05182623,0.06641299,-2.2514458,-1.7022657,-1.9768558
image_000434,data/val.X/n01667778/ILSVRC2012_val_00040787.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.9895305633544922,1,-0.046692915,-0.05076154,0.09629144,0.045916494,-0.571584,-0.48868105,-0.53013253
image_000435,data/val.X/n01667778/ILSVRC2012_val_00046149.JPEG,25,cnn,cnn_supervised,layer2,gradcam,25,0.4726824760437011,1,-0.21478856,-0.36535078,0.0012470693,0.017095523,-3.848893,-3.0827181,-3.4658055
image_000436,data/val.X/n01675722/ILSVRC2012_val_00005244.JPEG,26,cnn,cnn_supervised,layer2,gradcam,26,0.5166842341423035,1,-0.32005373,-0.3549377,0.03935377,0.119175196,-3.740412,-2.0426755,-2.8915439
image_000437,data/val.X/n01675722/ILSVRC2012_val_00006853.JPEG,26,cnn,cnn_supervised,layer2,gradcam,15,0.8460559844970703,0,0.120463595,0.092364214,0.1981853,0.26958004,0.91946286,2.2922986,1.6058807
image_000438,data/val.X/n01675722/ILSVRC2012_val_00011120.JPEG,26,cnn,cnn_supervised,layer2,gradcam,26,0.6123473644256592,1,-0.101327896,-0.12916005,0.11983932,0.26771063,-1.3883191,0.15400907,-0.617155
image_000439,data/val.X/n01675722/ILSVRC2012_val_00011294.JPEG,26,cnn,cnn_supervised,layer2,gradcam,21,0.5483656525611877,0,-0.33863553,-0.3457037,0.048693836,0.21030326,-3.6442146,-1.787758,-2.7159863
image_000440,data/val.X/n01675722/ILSVRC2012_val_00011339.JPEG,26,cnn,cnn_supervised,layer2,gradcam,26,1.0,1,-0.23180619,-0.21364214,0.042918008,0.16211553,-2.2684317,-1.945397,-2.1069143
image_000441,data/val.X/n01675722/ILSVRC2012_val_00013269.JPEG,26,cnn,cnn_supervised,layer2,gradcam,28,0.6189697980880737,0,-0.13297072,-0.13664573,0.054035604,0.13823886,-1.4663031,-1.6419656,-1.5541344
image_000442,data/val.X/n01675722/ILSVRC2012_val_00013582.JPEG,26,cnn,cnn_supervised,layer2,gradcam,24,0.9195781350135804,0,-0.018183662,-0.0294813,0.09773038,0.08752818,-0.34989196,-0.44940802,-0.39964998
image_000443,data/val.X/n01675722/ILSVRC2012_val_00014790.JPEG,26,cnn,cnn_supervised,layer2,gradcam,21,0.9970571994781494,0,0.114276126,-0.029852394,0.093246184,0.26801845,-0.35375795,-0.57179487,-0.46277642
image_000444,data/val.X/n01675722/ILSVRC2012_val_00021055.JPEG,26,cnn,cnn_supervised,layer2,gradcam,25,0.4795123934745788,0,0.0738114,0.11514018,0.1163515,0.0708094,1.156737,0.058816377,0.6077767
image_000445,data/val.X/n01675722/ILSVRC2012_val_00021683.JPEG,26,cnn,cnn_supervised,layer2,gradcam,29,0.996562659740448,0,-0.1925825,-0.15154493,0.054146316,0.12097945,-1.621519,-1.6389439,-1.6302314
image_000446,data/val.X/n01675722/ILSVRC2012_val_00024545.JPEG,26,cnn,cnn_supervised,layer2,gradcam,26,0.6713621020317078,1,0.023589365,0.0077647567,0.120339364,0.23959827,0.038127746,0.16765676,0.10289226
image_000447,data/val.X/n01675722/ILSVRC2012_val_00026793.JPEG,26,cnn,cnn_supervised,layer2,gradcam,29,0.9998818635940552,0,0.022588711,0.045984183,0.15675427,0.21602103,0.43628776,1.1615254,0.79890656
image_000448,data/val.X/n01675722/ILSVRC2012_val_00031103.JPEG,26,cnn,cnn_supervised,layer2,gradcam,26,0.9997583031654358,1,-0.11122276,-0.19212314,0.07774914,0.13355759,-2.0442524,-0.99475425,-1.5195034
image_000449,data/val.X/n01675722/ILSVRC2012_val_00032254.JPEG,26,cnn,cnn_supervised,layer2,gradcam,19,0.9975798726081848,0,0.46804944,0.29977843,0.25953814,0.1094238,3.08025,3.9667962,3.523523
image_000450,data/val.X/n01675722/ILSVRC2012_val_00044321.JPEG,26,cnn,cnn_supervised,layer2,gradcam,26,0.9999992847442628,1,0.07043737,0.05645015,0.12246952,0.3666241,0.5453195,0.22579499,0.38555723
image_000451,data/val.X/n01675722/ILSVRC2012_val_00047399.JPEG,26,cnn,cnn_supervised,layer2,gradcam,5,0.9241722226142884,0,0.010508388,-0.058802646,0.13094433,0.20952103,-0.65535414,0.45709702,-0.09912856
image_000452,data/val.X/n01677366/ILSVRC2012_val_00000471.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,0.9999997615814208,1,-0.22345991,-0.24936086,0.02518004,0.014391999,-2.6405401,-2.4295177,-2.535029
image_000453,data/val.X/n01677366/ILSVRC2012_val_00001950.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,0.9999998807907104,1,-0.042112797,-0.1868739,0.023768235,0.0556436,-1.989567,-2.4680502,-2.2288086
image_000454,data/val.X/n01677366/ILSVRC2012_val_00010171.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,0.9997590184211732,1,0.037916802,0.014669099,0.09599214,0.13041271,0.11005538,-0.49684975,-0.19339718
image_000455,data/val.X/n01677366/ILSVRC2012_val_00011517.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,0.9999998807907104,1,0.29929566,0.1375104,0.2559915,0.24984872,1.3897841,3.8699975,2.629891
image_000456,data/val.X/n01677366/ILSVRC2012_val_00016304.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,0.8674999475479126,1,-0.17627294,-0.20011161,0.069536954,0.12978716,-2.127474,-1.2188886,-1.6731813
image_000457,data/val.X/n01677366/ILSVRC2012_val_00018450.JPEG,27,cnn,cnn_supervised,layer2,gradcam,0,0.9834200143814088,0,0.032778017,-0.10215155,0.0001993223,0.26227847,-1.1069517,-3.111314,-2.1091328
image_000458,data/val.X/n01677366/ILSVRC2012_val_00022257.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,0.9219395518302916,1,-0.35724795,-0.32843477,0.027489122,0.07829773,-3.4643114,-2.366496,-2.9154038
image_000459,data/val.X/n01677366/ILSVRC2012_val_00023146.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,0.9999997615814208,1,-0.18618599,-0.039274257,0.114863366,0.045899004,-0.45191246,0.018200867,-0.2168558
image_000460,data/val.X/n01677366/ILSVRC2012_val_00026265.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,1.0,1,-0.08840905,-0.19311191,0.035439774,0.15649776,-2.054553,-2.1495,-2.1020265
image_000461,data/val.X/n01677366/ILSVRC2012_val_00031564.JPEG,27,cnn,cnn_supervised,layer2,gradcam,27,1.0,1,-0.22222024,-0.2661281,0.027068516,0.030259237,-2.8152168,-2.3779757,-2.5965962
